station_code,country,helcom_subbasin,helcom_l3,helcom_l4,ices_ecoregion,ospar_region,ospar_subregion,is_amap_area,is_helcom_area,is_ospar_area,station_name,station_longname,station_replacedby,station_asmtmimeparent,station_activefromdate,station_activeuntildate,station_programgovernance,station_governance,station_purpm,station_latitude,station_latituderange,station_longitude,station_longituderange,station_geometry,station_datatype,station_wltyp,station_mstat,station_notes,station_deprecated
4794,Norway,NA,NA,NA,Greater North Sea,2,Southern North Sea,FALSE,FALSE,TRUE,537 HI_537S,NA,NA,NA,1990,NA,OSPAR,Norwegian Institute of Water Research  (NIVA),S,56.5,0.0045,7,0.00817,"GEOMETRYCOLLECTION(POINT(7.00000 56.50000),POLYGON((6.99183 56.50450,7.00817 56.50450,7.00817 56.49550,6.99183 56.49550,6.99183 56.50450)))",CS,CF,IH,NA,FALSE
4795,Norway,NA,NA,NA,Greater North Sea,2,Southern North Sea,FALSE,FALSE,TRUE,547 HI_547S,NA,NA,NA,1990,NA,OSPAR,Norwegian Institute of Water Research  (NIVA),S,57,0.0045,7.35,0.00833,"GEOMETRYCOLLECTION(POINT(7.35000 57.00000),POLYGON((7.34167 57.00450,7.35833 57.00450,7.35833 56.99550,7.34167 56.99550,7.34167 57.00450)))",CS,CF,RH,NA,FALSE
4796,Norway,NA,NA,NA,Greater North Sea,2,Southern North Sea,FALSE,FALSE,TRUE,551 HI_551S,NA,NA,NA,1990,NA,OSPAR,Norwegian Institute of Water Research  (NIVA),S,57,0.0045,8.26667,0.00833,"GEOMETRYCOLLECTION(POINT(8.26667 57.00000),POLYGON((8.25833 57.00450,8.27500 57.00450,8.27500 56.99550,8.25833 56.99550,8.25833 57.00450)))",CS,CF,RH,NA,FALSE
4823,Norway,Kattegat,SEA-001,SEA-001,Greater North Sea,2,Skagerrak and Kattegat,FALSE,TRUE,TRUE,685 HI_685S,NA,NA,NA,1990,NA,OSPAR,Norwegian Institute of Water Research  (NIVA),S,57.33333,0.0045,11.58333,0.00834,"GEOMETRYCOLLECTION(POINT(11.58333 57.33333),POLYGON((11.57500 57.33783,11.59167 57.33783,11.59167 57.32883,11.57500 57.32883,11.57500 57.33783)))",CS,CF,RH,NA,FALSE
4815,Norway,NA,NA,NA,Greater North Sea,2,Skagerrak and Kattegat,FALSE,FALSE,TRUE,669 HI_669S,NA,NA,NA,1990,NA,OSPAR,Norwegian Institute of Water Research  (NIVA),S,57.55,0.0045,8.36667,0.00833,"GEOMETRYCOLLECTION(POINT(8.36667 57.55000),POLYGON((8.35833 57.55450,8.37500 57.55450,8.37500 57.54550,8.35833 57.54550,8.35833 57.55450)))",CS,CF,RH,NA,FALSE
4816,Norway,NA,NA,NA,Greater North Sea,2,Skagerrak and Kattegat,FALSE,FALSE,TRUE,670 HI_670S,NA,NA,NA,1990,NA,OSPAR,Norwegian Institute of Water Research  (NIVA),S,57.65,0.0045,8.33333,0.00834,"GEOMETRYCOLLECTION(POINT(8.33333 57.65000),POLYGON((8.32500 57.65450,8.34167 57.65450,8.34167 57.64550,8.32500 57.64550,8.32500 57.65450)))",CS,CF,RH,NA,FALSE
4781,Norway,NA,NA,NA,Greater North Sea,2,Norwegian Trench,FALSE,FALSE,TRUE,492 HI_492S,NA,NA,NA,1990,NA,OSPAR,Norwegian Institute of Water Research  (NIVA),S,57.75,0.0045,6.7,0.0085,"GEOMETRYCOLLECTION(POINT(6.70000 57.75000),POLYGON((6.69150 57.75450,6.70850 57.75450,6.70850 57.74550,6.69150 57.74550,6.69150 57.75450)))",CS,CF,RH,NA,FALSE
4824,Norway,Kattegat,SEA-001,SEA-001,Greater North Sea,2,Skagerrak and Kattegat,FALSE,TRUE,TRUE,702 HI_702S,NA,NA,NA,1990,NA,OSPAR,Norwegian Institute of Water Research  (NIVA),S,57.83333,0.0045,11.3,0.0085,"GEOMETRYCOLLECTION(POINT(11.30000 57.83333),POLYGON((11.29150 57.83783,11.30850 57.83783,11.30850 57.82883,11.29150 57.82883,11.29150 57.83783)))",CS,CF,RH,NA,FALSE
4817,Norway,NA,NA,NA,Greater North Sea,2,Skagerrak and Kattegat,FALSE,FALSE,TRUE,672 HI_672S,NA,NA,NA,1990,NA,OSPAR,Norwegian Institute of Water Research  (NIVA),S,57.85,0.0045,8.2,0.0085,"GEOMETRYCOLLECTION(POINT(8.20000 57.85000),POLYGON((8.19150 57.85450,8.20850 57.85450,8.20850 57.84550,8.19150 57.84550,8.19150 57.85450)))",CS,CF,RH,NA,FALSE
4830,Norway,NA,NA,NA,Greater North Sea,2,Skagerrak and Kattegat,FALSE,FALSE,TRUE,847 HI_847S,NA,NA,NA,1990,NA,OSPAR,Norwegian Institute of Water Research  (NIVA),S,57.9,0.0045,7.66667,0.0085,"GEOMETRYCOLLECTION(POINT(7.66667 57.90000),POLYGON((7.65817 57.90450,7.67517 57.90450,7.67517 57.89550,7.65817 57.89550,7.65817 57.90450)))",CS,CF,RH,NA,FALSE
4825,Norway,NA,NA,NA,Greater North Sea,2,Skagerrak and Kattegat,FALSE,FALSE,TRUE,712 HI_712S,NA,NA,NA,1990,NA,OSPAR,Norwegian Institute of Water Research  (NIVA),S,57.9,0.0045,10.45,0.0085,"GEOMETRYCOLLECTION(POINT(10.45000 57.90000),POLYGON((10.44150 57.90450,10.45850 57.90450,10.45850 57.89550,10.44150 57.89550,10.44150 57.90450)))",CS,CF,RH,NA,FALSE
4818,Norway,NA,NA,NA,Greater North Sea,2,Skagerrak and Kattegat,FALSE,FALSE,TRUE,673 HI_673S,NA,NA,NA,1990,NA,OSPAR,Norwegian Institute of Water Research  (NIVA),S,57.91667,0.0045,8.16667,0.0085,"GEOMETRYCOLLECTION(POINT(8.16667 57.91667),POLYGON((8.15817 57.92117,8.17517 57.92117,8.17517 57.91217,8.15817 57.91217,8.15817 57.92117)))",CS,CF,RH,NA,FALSE
4798,Norway,NA,NA,NA,Greater North Sea,2,Norwegian Trench,FALSE,FALSE,TRUE,563 HI_563S,NA,NA,NA,1990,NA,OSPAR,Norwegian Institute of Water Research  (NIVA),S,57.96667,0.0045,6.8,0.0085,"GEOMETRYCOLLECTION(POINT(6.80000 57.96667),POLYGON((6.79150 57.97117,6.80850 57.97117,6.80850 57.96217,6.79150 57.96217,6.79150 57.97117)))",CS,CF,RH,NA,FALSE
4797,Norway,NA,NA,NA,Greater North Sea,2,Skagerrak and Kattegat,FALSE,FALSE,TRUE,561 HI_561S,NA,NA,NA,1990,NA,OSPAR,Norwegian Institute of Water Research  (NIVA),S,57.98333,0.0045,8.1,0.0085,"GEOMETRYCOLLECTION(POINT(8.10000 57.98333),POLYGON((8.09150 57.98783,8.10850 57.98783,8.10850 57.97883,8.09150 57.97883,8.09150 57.98783)))",CS,CF,RH,NA,FALSE
4880,Norway,NA,NA,NA,Greater North Sea,2,Skagerrak and Kattegat,FALSE,FALSE,TRUE,13A Langøsund,NA,NA,NA,1990,NA,OSPAR,Norwegian Institute of Water Research  (NIVA),S~T,57.99783,1.7e-4,7.57667,3.3e-4,"GEOMETRYCOLLECTION(POINT(7.57667 57.99783),POLYGON((7.57633 57.99800,7.57700 57.99800,7.57700 57.99767,7.57633 57.99767,7.57633 57.99800)))",CF,CF,RH,NA,FALSE
4800,Norway,NA,NA,NA,Greater North Sea,2,Northern North Sea,FALSE,FALSE,TRUE,566 HI_566S,NA,NA,NA,1990,NA,OSPAR,Norwegian Institute of Water Research  (NIVA),S,58,0.0045,2.16667,0.0085,"GEOMETRYCOLLECTION(POINT(2.16667 58.00000),POLYGON((2.15817 58.00450,2.17517 58.00450,2.17517 57.99550,2.15817 57.99550,2.15817 58.00450)))",CS,CF,RH,NA,FALSE
4799,Norway,NA,NA,NA,Greater North Sea,2,Norwegian Trench,FALSE,FALSE,TRUE,564 HI_564S,NA,NA,NA,1990,NA,OSPAR,Norwegian Institute of Water Research  (NIVA),S,58,0.0045,5.66667,0.0085,"GEOMETRYCOLLECTION(POINT(5.66667 58.00000),POLYGON((5.65817 58.00450,5.67517 58.00450,5.67517 57.99550,5.65817 57.99550,5.65817 58.00450)))",CS,CF,RH,NA,FALSE
4822,Norway,NA,NA,NA,Greater North Sea,2,Skagerrak and Kattegat,FALSE,FALSE,TRUE,678 HI_678S,NA,NA,NA,1990,NA,OSPAR,Norwegian Institute of Water Research  (NIVA),S,58,0.0045,10.8,0.0085,"GEOMETRYCOLLECTION(POINT(10.80000 58.00000),POLYGON((10.79150 58.00450,10.80850 58.00450,10.80850 57.99550,10.79150 57.99550,10.79150 58.00450)))",CS,CF,RH,NA,FALSE
4892,Norway,NA,NA,NA,Greater North Sea,2,Norwegian Trench,FALSE,FALSE,TRUE,15S Lista area,NA,NA,NA,1990,NA,OSPAR,Norwegian Institute of Water Research  (NIVA),S~T,58.01667,8.3e-4,6.57167,0.00166,"GEOMETRYCOLLECTION(POINT(6.57167 58.01667),POLYGON((6.57000 58.01750,6.57333 58.01750,6.57333 58.01583,6.57000 58.01583,6.57000 58.01750)))",CS,MO,RH,NA,FALSE
4879,Norway,NA,NA,NA,Greater North Sea,2,Skagerrak and Kattegat,FALSE,FALSE,TRUE,131G Lastad,"131G Lastad, Søgne",NA,NA,2001,NA,OSPAR,Norwegian Institute of Water Research  (NIVA),B~S~T,58.02843,0.00718,7.69902,0.01354,"GEOMETRYCOLLECTION(POINT(7.69902 58.02843),POLYGON((7.68548 58.03561,7.71256 58.03561,7.71256 58.02125,7.68548 58.02125,7.68548 58.03561)))",CF~EF,CF,RH,NA,FALSE
4881,Norway,NA,NA,NA,Greater North Sea,2,Skagerrak and Kattegat,FALSE,FALSE,TRUE,14A Aavigen,NA,NA,NA,1990,NA,OSPAR,Norwegian Institute of Water Research  (NIVA),S~T,58.03267,1.6e-4,7.21617,3.3e-4,"GEOMETRYCOLLECTION(POINT(7.21617 58.03267),POLYGON((7.21583 58.03283,7.21650 58.03283,7.21650 58.03250,7.21583 58.03250,7.21583 58.03283)))",CF,CF,RH,NA,FALSE
4882,Norway,NA,NA,NA,Greater North Sea,2,Norwegian Trench,FALSE,FALSE,TRUE,15A Gåsøy (Ullerø),"15A Gåsøya-Ullerøya, Farsund",NA,NA,2001,NA,OSPAR,Norwegian Institute of Water Research  (NIVA),S~T,58.04605,0.00718,6.9159,0.01355,"GEOMETRYCOLLECTION(POINT(6.91590 58.04605),POLYGON((6.90235 58.05323,6.92945 58.05323,6.92945 58.03887,6.90235 58.03887,6.90235 58.05323)))",CF,CF,RH,NA,FALSE
4883,Norway,NA,NA,NA,Greater North Sea,2,Norwegian Trench,FALSE,FALSE,TRUE,15A Gåsøy (Ullerø),"15A Gåsøya-Ullerøya, Farsund",4882,NA,1999,2000,OSPAR,Norwegian Institute of Water Research  (NIVA),S~T,58.04617,1.6e-4,6.90567,3.3e-4,"GEOMETRYCOLLECTION(POINT(6.90567 58.04617),POLYGON((6.90533 58.04633,6.90600 58.04633,6.90600 58.04600,6.90533 58.04600,6.90533 58.04633)))",CF,CF,RH,NA,FALSE
4886,Norway,NA,NA,NA,Greater North Sea,2,Norwegian Trench,FALSE,FALSE,TRUE,15AA Gåsøy (Ullerø south),NA,NA,NA,1990,NA,OSPAR,Norwegian Institute of Water Research  (NIVA),NA,58.04783,0.01084,6.89533,0.02034,"GEOMETRYCOLLECTION(POINT(6.89533 58.04783),POLYGON((6.87500 58.05867,6.91567 58.05867,6.91567 58.03700,6.87500 58.03700,6.87500 58.05867)))",NA,NA,RH,Deprecated - see comments,TRUE
4889,Norway,NA,NA,NA,Greater North Sea,2,Norwegian Trench,FALSE,FALSE,TRUE,15G Gåsøy (Ullerø),"15G Gåsøya-Ullerøya, Farsund",4678,NA,2001,2004,OSPAR,Norwegian Institute of Water Research  (NIVA),B~S~T,58.04933,1.7e-4,6.90117,3.3e-4,"GEOMETRYCOLLECTION(POINT(6.90117 58.04933),POLYGON((6.90083 58.04950,6.90150 58.04950,6.90150 58.04917,6.90083 58.04917,6.90083 58.04950)))",CF~EF,CF,RH,NA,FALSE
4678,Norway,NA,NA,NA,Greater North Sea,2,Norwegian Trench,FALSE,FALSE,TRUE,15G Gåsøy (Ullerø),"15G Gåsøya-Ullerøya, Farsund",NA,NA,2006,NA,OSPAR,Norwegian Institute of Water Research  (NIVA),B~S~T,58.04933,0.00718,6.90117,0.01354,"GEOMETRYCOLLECTION(POINT(6.90117 58.04933),POLYGON((6.88762 58.05651,6.91471 58.05651,6.91471 58.04215,6.88762 58.04215,6.88762 58.05651)))",CF~EF,CF,RH,NA,FALSE
4891,Norway,NA,NA,NA,Greater North Sea,2,Norwegian Trench,FALSE,FALSE,TRUE,15GA Gåsøy (Ullerø north),NA,NA,NA,2001,NA,OSPAR,Norwegian Institute of Water Research  (NIVA),NA,58.04967,0.0135,6.89567,0.0255,"GEOMETRYCOLLECTION(POINT(6.89567 58.04967),POLYGON((6.87017 58.06317,6.92117 58.06317,6.92117 58.03617,6.87017 58.03617,6.87017 58.06317)))",NA,NA,RH,Deprecated - see comments,TRUE
4888,Norway,NA,NA,NA,Greater North Sea,2,Norwegian Trench,FALSE,FALSE,TRUE,15F Ullerø area,NA,NA,NA,1991,NA,OSPAR,Norwegian Institute of Water Research  (NIVA),B~S~T,58.05,0.00267,6.71667,0.00516,"GEOMETRYCOLLECTION(POINT(6.71667 58.05000),POLYGON((6.71150 58.05267,6.72183 58.05267,6.72183 58.04733,6.71150 58.04733,6.71150 58.05267)))",CF~EF,CF,RH,NA,FALSE
4890,Norway,NA,NA,NA,Greater North Sea,2,Norwegian Trench,FALSE,FALSE,TRUE,15G Gåsøy (Ullerø),"15G Gåsøya-Ullerøya, Farsund",4678,NA,2005,2005,OSPAR,Norwegian Institute of Water Research  (NIVA),B~S~T,58.0505,1.7e-4,6.88483,3.4e-4,"GEOMETRYCOLLECTION(POINT(6.88483 58.05050),POLYGON((6.88450 58.05067,6.88517 58.05067,6.88517 58.05033,6.88450 58.05033,6.88450 58.05067)))",CF~EF,CF,RH,NA,FALSE
4884,Norway,NA,NA,NA,Greater North Sea,2,Norwegian Trench,FALSE,FALSE,TRUE,15A Gåsøy (Ullerø),"15A Gåsøya-Ullerøya, Farsund",4882,NA,1993,1998,OSPAR,Norwegian Institute of Water Research  (NIVA),S~T,58.051,1.7e-4,6.88667,3.3e-4,"GEOMETRYCOLLECTION(POINT(6.88667 58.05100),POLYGON((6.88633 58.05117,6.88700 58.05117,6.88700 58.05083,6.88633 58.05083,6.88633 58.05117)))",CF,CF,RH,NA,FALSE
4887,Norway,NA,NA,NA,Greater North Sea,2,Norwegian Trench,FALSE,FALSE,TRUE,15B Ullerø area,"15B Skågskjera, Farsund",NA,NA,1990,NA,OSPAR,Norwegian Institute of Water Research  (NIVA),B~S~T,58.05138,0.08979,6.7469,0.16935,"GEOMETRYCOLLECTION(POINT(6.74690 58.05138),POLYGON((6.57755 58.14117,6.91625 58.14117,6.91625 57.96160,6.57755 57.96160,6.57755 58.14117)))",CF~EF,CF,RH,NA,FALSE
4885,Norway,NA,NA,NA,Greater North Sea,2,Norwegian Trench,FALSE,FALSE,TRUE,15A Gåsøy (Ullerø),"15A Gåsøya-Ullerøya, Farsund",4882,NA,1990,1991,OSPAR,Norwegian Institute of Water Research  (NIVA),S~T,58.05167,1.6e-4,6.88833,3.4e-4,"GEOMETRYCOLLECTION(POINT(6.88833 58.05167),POLYGON((6.88800 58.05183,6.88867 58.05183,6.88867 58.05150,6.88800 58.05150,6.88800 58.05183)))",CF,CF,RH,NA,FALSE
5022,Norway,NA,NA,NA,Greater North Sea,2,Skagerrak and Kattegat,FALSE,FALSE,TRUE,I131A Lastad,"I131A Lastad, Søgne",NA,NA,1995,NA,OSPAR,Norwegian Institute of Water Research  (NIVA),S~T,58.05557,0.00718,7.7083,0.01355,"GEOMETRYCOLLECTION(POINT(7.70830 58.05557),POLYGON((7.69475 58.06275,7.72185 58.06275,7.72185 58.04839,7.69475 58.04839,7.69475 58.06275)))",CF,CF,IH,NA,FALSE
4831,Norway,NA,NA,NA,Greater North Sea,2,Skagerrak and Kattegat,FALSE,FALSE,TRUE,852 HI_852S,NA,NA,NA,1990,NA,OSPAR,Norwegian Institute of Water Research  (NIVA),S,58.11333,0.0045,8.04,0.0085,"GEOMETRYCOLLECTION(POINT(8.04000 58.11333),POLYGON((8.03150 58.11783,8.04850 58.11783,8.04850 58.10883,8.03150 58.10883,8.03150 58.11783)))",CS,CF,RH,NA,FALSE
5023,Norway,NA,NA,NA,Greater North Sea,2,Skagerrak and Kattegat,FALSE,FALSE,TRUE,I132 Svensholmen,NA,NA,NA,1998,NA,OSPAR,Norwegian Institute of Water Research  (NIVA),S~T,58.125,1.7e-4,7.98883,3.4e-4,"GEOMETRYCOLLECTION(POINT(7.98883 58.12500),POLYGON((7.98850 58.12517,7.98917 58.12517,7.98917 58.12483,7.98850 58.12483,7.98850 58.12517)))",CF,CF,IH,NA,FALSE
5024,Norway,NA,NA,NA,Greater North Sea,2,Skagerrak and Kattegat,FALSE,FALSE,TRUE,I1321 Fiskåtangen,NA,NA,NA,1995,NA,OSPAR,Norwegian Institute of Water Research  (NIVA),S~T,58.12833,1.7e-4,7.97667,3.3e-4,"GEOMETRYCOLLECTION(POINT(7.97667 58.12833),POLYGON((7.97633 58.12850,7.97700 58.12850,7.97700 58.12817,7.97633 58.12817,7.97633 58.12850)))",CF,CF,IH,NA,FALSE
5025,Norway,NA,NA,NA,Greater North Sea,2,Skagerrak and Kattegat,FALSE,FALSE,TRUE,I133 Odderø (west),"I133 Odderøya, Kristiansand harbour",NA,NA,1995,NA,OSPAR,Norwegian Institute of Water Research  (NIVA),S~T,58.13167,0.00718,8.00167,0.01358,"GEOMETRYCOLLECTION(POINT(8.00167 58.13167),POLYGON((7.98809 58.13885,8.01525 58.13885,8.01525 58.12449,7.98809 58.12449,7.98809 58.13885)))",CF,CF,IH,NA,FALSE
4844,Norway,NA,NA,NA,Greater North Sea,2,Skagerrak and Kattegat,FALSE,FALSE,TRUE,13B Kristiansand harbour,13B Kristiansand harbour area,NA,NA,2009,NA,OSPAR,Norwegian Institute of Water Research  (NIVA),S~T,58.13283,0.08978,7.9885,0.16974,"GEOMETRYCOLLECTION(POINT(7.98850 58.13283),POLYGON((7.81876 58.22261,8.15824 58.22261,8.15824 58.04305,7.81876 58.04305,7.81876 58.22261)))",CF,CF,IH,NA,FALSE
4821,Norway,NA,NA,NA,Greater North Sea,2,Skagerrak and Kattegat,FALSE,FALSE,TRUE,677 HI_677S,NA,NA,NA,1990,NA,OSPAR,Norwegian Institute of Water Research  (NIVA),S,58.16667,0.0045,9.5,0.0085,"GEOMETRYCOLLECTION(POINT(9.50000 58.16667),POLYGON((9.49150 58.17117,9.50850 58.17117,9.50850 58.16217,9.49150 58.16217,9.49150 58.17117)))",CS,CF,RH,NA,FALSE
4826,Norway,NA,NA,NA,Greater North Sea,2,Skagerrak and Kattegat,FALSE,FALSE,TRUE,717 HI_717S,NA,NA,NA,1990,NA,OSPAR,Norwegian Institute of Water Research  (NIVA),S,58.21667,0.0045,10.55,0.0085,"GEOMETRYCOLLECTION(POINT(10.55000 58.21667),POLYGON((10.54150 58.22117,10.55850 58.22117,10.55850 58.21217,10.54150 58.21217,10.54150 58.22117)))",CS,CF,RH,NA,FALSE
13561,Norway,NA,NA,NA,Greater North Sea,2,Norwegian Trench,FALSE,FALSE,TRUE,Norwegian Trench,Continuous Noise Monitoring in the Norwegian Trench,NA,NA,2019,NA,HELCOM Continuous Underwater Noise monitoring,Norwegian Defence Research Establishment  (FFI),U,58.2367,1e-4,5.8394,1e-4,"GEOMETRYCOLLECTION(POINT(5.8394 58.2367),POLYGON((5.8393 58.2368,5.8395 58.2368,5.8395 58.2366,5.8393 58.2366,5.8393 58.2368)))",CUWN,NA,NA,Continuous Noise Monitoring in the Norwegian Trench,FALSE
4829,Norway,NA,NA,NA,Greater North Sea,2,Skagerrak and Kattegat,FALSE,FALSE,TRUE,754 HI_754S,NA,NA,NA,1990,NA,OSPAR,Norwegian Institute of Water Research  (NIVA),S,58.38333,0.0045,10,0.0085,"GEOMETRYCOLLECTION(POINT(10.00000 58.38333),POLYGON((9.99150 58.38783,10.00850 58.38783,10.00850 58.37883,9.99150 58.37883,9.99150 58.38783)))",CS,CF,RH,NA,FALSE
4820,Norway,NA,NA,NA,Greater North Sea,2,Skagerrak and Kattegat,FALSE,FALSE,TRUE,676 HI_676S,NA,NA,NA,1990,NA,OSPAR,Norwegian Institute of Water Research  (NIVA),S,58.4,0.0045,9.06667,0.00866,"GEOMETRYCOLLECTION(POINT(9.06667 58.40000),POLYGON((9.05800 58.40450,9.07533 58.40450,9.07533 58.39550,9.05800 58.39550,9.05800 58.40450)))",CS,CF,RH,NA,FALSE
5114,Norway,NA,NA,NA,Greater North Sea,2,Skagerrak and Kattegat,FALSE,FALSE,TRUE,77S Arendal area,NA,NA,NA,1990,NA,OSPAR,Norwegian Institute of Water Research  (NIVA),S~T,58.40333,8.4e-4,9.03,0.00167,"GEOMETRYCOLLECTION(POINT(9.03000 58.40333),POLYGON((9.02833 58.40417,9.03167 58.40417,9.03167 58.40250,9.02833 58.40250,9.02833 58.40417)))",CS,CF,RH,NA,FALSE
5115,Norway,NA,NA,NA,Greater North Sea,2,Skagerrak and Kattegat,FALSE,FALSE,TRUE,79A Gjerdsvoldsøyen (east),NA,NA,NA,1990,NA,OSPAR,Norwegian Institute of Water Research  (NIVA),S~T,58.41333,1.7e-4,8.74167,3.3e-4,"GEOMETRYCOLLECTION(POINT(8.74167 58.41333),POLYGON((8.74133 58.41350,8.74200 58.41350,8.74200 58.41317,8.74133 58.41317,8.74133 58.41350)))",CF,CF,RH,NA,FALSE
